id	classId	choicePrereqId	name	lvlReq	spellId	featId	description
394	2	53	Mind Blank spell	8	4843	NULL	Your domain has granted you the Mind Blank spell
395	2	53	Freedom spell	9	2918	NULL	Your domain has granted you the Freedom spell
396	2	54	Bit of Luck (sp)	1	NULL	NULL	You can touch a willing creature as a standard action, giving it a bit of luck. For the next round, any time the target rolls a d20, they may roll twice and take the more favorable result. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
397	2	54	Good Fortune (Ex)	6	NULL	NULL	As an immediate action, you can reroll any d20 you have just made before teh results of the roll are revealed. You must take the result of the reroll, even if it is worse. You can use this ability once per day at 6th level, and one additional time per day for every six cleric levels beyond 6th.
398	2	54	True Strike spell	1	436	NULL	Your domain has granted you the True Strike spell
399	2	54	Aid spell	2	472	NULL	Your domain has granted you the Aid spell
400	2	54	Protection From Energy spell	3	1397	NULL	Your domain has granted you the Protection From Energy spell
401	2	54	Freedom of Movement spell	4	1750	NULL	Your domain has granted you the Freedom of Movement spell
402	2	54	Break Enchantment spell	5	2047	NULL	Your domain has granted you the Break Enchantment spell
403	2	54	Mislead spell	6	2521	NULL	Your domain has granted you the Mislead spell
404	2	54	Spell Turning spell	7	2762	NULL	Your domain has granted you the Spell Turning spell
405	2	54	Moment of Prescience spell	8	4844	NULL	Your domain has granted you the Moment of Prescience spell
406	2	54	Miracle spell	9	4948	NULL	Your domain has granted you thespell
407	2	55	Vision of Madness (sp)	1	NULL	NULL	You can give a creature a vision of madness as a melee touch attack. Choose one of the following: attack rolls, saving throws, or skill checks. The target receives a bonus to the chosen rolls equal to 1/2 your cleric level (minimum +1) and a penalty of the same magnitude to the other two types of rolls. This effect fades after 3 rounds. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
408	2	55	Aura of Madness (su)	8	NULL	NULL	You can emit a 30-foot aura of madness for a number of rounds per day equal to your cleric level. Enemies within this aura are affected by confusion unless they make a Will save with a DC equal to 10 + 1/2 your cleric level + your Wisdom modifier. The confusion effect ends immediately when the creature leaves the aura or the aura expires. Creatures that succeed on their saving throw are immune to this aura for 24 hours. These rounds do not need to be consecutive.
409	2	55	Lesser Confusion spell	1	271	NULL	Your domain has granted you the Lesser Confusion spell
410	2	55	Touch of Idiocy spell	2	1006	NULL	Your domain has granted you the Touch of Idiocy spell
411	2	55	Rage spell	3	1406	NULL	Your domain has granted you the Rage spell
412	2	55	Confusion spell	4	1664	NULL	Your domain has granted you the Confusion spell
413	2	55	Nightmare spell	5	2232	NULL	Your domain has granted you the Nightmare spell
414	2	55	Phantasmal Killer spell	6	1882	NULL	Your domain has granted you the Phantasmal Killer spell
415	2	55	Insanity spell	7	2695	NULL	Your domain has granted you the Insanity spell
416	2	55	Scintillating Pattern spell	8	4862	NULL	Your domain has granted you the Scintillating Pattern spell
417	2	55	Weird spell	9	4991	NULL	Your domain has granted you the Weird spell
418	2	56	Hand of the Acolyte (sp)	1	NULL	NULL	You can cause your melee weapon to fly from your grasp and strike a foe before instantly returning. As a standard action, you can make a single attack using a melee weapon at a range of 30 feet. This attack is treated as a ranged attack with a thrown weapon, except that you add your Wisdom modifier to the attack roll instead of your Dexterity modifier (damage still relies on Strength). This ability cannot be used to perform a combat maneuver.You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
419	2	56	Dispelling Touch (su)	8	NULL	NULL	You can use a targeted dispel magic effect as a melee touch attack. You can use this ability once per day at 8th level, and an additional time per day for every four cleric levels beyond 8th.
420	2	56	Identify spell	1	242	NULL	Your domain has granted you the Identify spell
421	2	56	Magic Mouth spell	2	796	NULL	Your domain has granted you the Magic Mouth spell
422	2	56	Dispel Magic spell	3	1181	NULL	Your domain has granted you the Dispel Magic spell
423	2	56	Imbue With Spell Ability spell	4	1806	NULL	Your domain has granted you the Imbue With Spell Ability spell
424	2	56	Spell Resistance spell	5	2305	NULL	Your domain has granted you the Spell Resistance spell
425	2	56	Antimagic Field spell	6	2383	NULL	Your domain has granted you the Antimagic Field spell
426	2	56	Spell Turning spell	7	2762	NULL	Your domain has granted you the Spell Turning spell
427	2	56	Protection From Spells spell	8	4853	NULL	Your domain has granted you the Protection From Spells spell
428	2	56	Mage's Disjunction spell	9	4936	NULL	Your domain has granted you the Mage's Disjunction spell
429	2	57	Inspring Word (sp)	1	NULL	NULL	As a standard action, you can speak an inspiring word to a creature within 30 feet. That creature receives a +2 morale bonus on attack rolls, skill checks, ability checks, and saving throws for a number of rounds equal to 1/2 your cleric level (minimum 1). You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
430	2	57	Leadership (ex)	8	NULL	103	You receive Leadership as a bonus feat. In addition, you gain a +2 bonus on your leadership score as long as you uphold the tenets of your deity.
431	2	57	Divine Favor spell	1	171	NULL	Your domain has granted you the Divine Favor spell
432	2	57	Enthrall spell	2	657	NULL	Your domain has granted you the Enthrall spell
433	2	57	Magic Vestment spell	3	1336	NULL	Your domain has granted you the Magic Vestment spell
434	2	57	Discern Lies spell	4	1704	NULL	Your domain has granted you the Discern Lies spell
435	2	57	Greater Command spell	5	2158	NULL	Your domain has granted you the Greater Command spell
436	2	57	Geas/Quest spell	6	2455	NULL	Your domain has granted you the Geas/Quest spell
437	2	57	Repulsion spell	7	2547	NULL	Your domain has granted you the Repulsion spell
438	2	57	Demand spell	8	4797	NULL	Your domain has granted you the Demand spell
439	2	57	Storm of Vengeance spell	9	4969	NULL	Your domain has granted you the Storm of Vengeance spell
440	2	58	Wooden Fist (sp)	1	NULL	NULL	As a free action, your hands can become hard as wood, covered in tiny thorns. While you have wooden fists, your unarmed strikes do not provoke attacks of opportunity, deal lethal damage, and gain a bonus on damage rolls equal to 1/2 your cleric level (minimum 1). You can use this ability a number of rounds per day equal to 3 + your Wisdom modifier. These rounds do not need to be consecutive.
441	2	58	Bramble Armor (su)	6	NULL	NULL	You can cause a host of wooden thorns to burst from your skin as a free action. While bramble armor is in effect, any foe striking you with an unarmed strike or a melee weapon without reach takes 1d6 points of piercing damage + 1 point per two cleric levels you possess. You can use this ability for a number of rounds equal to your cleric level. These rounds do not need to be consecutive.
442	2	58	Entangle spell	1	184	NULL	Your domain has granted you the Entangle spell
443	2	58	Barkskin spell	2	506	NULL	Your domain has granted you the Barkskin spell
444	2	58	Plant Growth spell	3	1388	NULL	Your domain has granted you the Plant Growth spell
445	2	58	Command Plants spell	4	1656	NULL	Your domain has granted you the Command Plants spell
446	2	58	Wall of Thorns spell	5	2369	NULL	Your domain has granted you the Wall of Thorns spell
447	2	58	Repel Wood spell	6	2546	NULL	Your domain has granted you the Repel Wood spell
448	2	58	Animate Plants spell	7	2624	NULL	Your domain has granted you the Animate Plants spell
449	2	58	Control Plants spell	8	3798	NULL	Your domain has granted you the Control Plants spell
450	2	58	Shambler spell	9	4965	NULL	Your domain has granted you the Shambler spell
451	2	59	Resistant Touch (sp)	1	NULL	NULL	As a standard action, you can touch an ally to grant him your resistance bonus for 1 minute. When you use this ability, you lose your resistance bonus granted by the Protection domain for 1 minute. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
452	2	59	Aura of Protection (su)	8	NULL	NULL	You can emit a 30-foot aura of protection for a number of rounds per day equal to your cleric level. You and your allies within the aura gain a +1 deflection bonus to AC and resistance 5 against all elements (acid, cold, electricity, fire, and sonic). The deflection bonus increases by +1 for every four cleric levels you possess beyond 8th. At 14th level the resistance against all elements increases to 10. These rounds do not need to be consecutive.
453	2	59	Sanctuary spell	1	366	NULL	Your domain has granted you the Sanctuary spell
454	2	59	Shield Other spell	2	920	NULL	Your domain has granted you the Shield Other spell
455	2	59	Protection From Energy spell	3	1397	NULL	Your domain has granted you the Protection From Energy spell
456	2	59	Spell Immunity spell	4	1952	NULL	Your domain has granted you the Spell Immunity spell
457	2	59	Spell Resistance spell	5	2305	NULL	Your domain has granted you the Spell Resistance spell
458	2	59	Antimagic Field spell	6	2383	NULL	Your domain has granted you the Antimagic Field spell
459	2	59	Repulsion spell	7	2547	NULL	Your domain has granted you the Repulsion spell
460	2	59	Mind Blank spell	8	4843	NULL	Your domain has granted you the Mind Blank spell
461	2	59	Prismatic Sphere spell	9	4953	NULL	Your domain has granted you the Prismatic Sphere spell
462	2	60	Gentle Rest (sp)	1	NULL	NULL	Your touch can fill a creature with lethargy, causing a living creature to become staggered for 1 round as a melee touch attack. If you touch a staggered living creature, that creature falls to sleep for 1 round instead. Undead creatures touched are staggered for a number of rounds equal to your Wisdom modifier. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
463	2	60	Ward Against Death (su)	8	NULL	NULL	You can emit a 30-foot aura that wards against death for a number of rounds per day equal to your cleric level. Living creatures in this area are immune to all death effects, energy drain, and effects that cause negative levels. This ward does not remove negative levels that a creature has already gaiined, but the negative levels have no effect while the creature is inside the warded area. These rounds do not need to be consecutive.
464	2	60	Deathwatch spell	1	145	NULL	Your domain has granted you the Deathwatch spell
465	2	60	Gentle Repose spell	2	1246	NULL	Your domain has granted you the Gentle Repose spell
466	2	60	Speak With Dead spell	3	1489	NULL	Your domain has granted you the Speak With Dead spell
467	2	60	Death Ward spell	4	1694	NULL	Your domain has granted you the Death Ward spell
468	2	60	Slay Living spell	5	2293	NULL	Your domain has granted you the Slay Living spell
469	2	60	Undeath To Death spell	6	2603	NULL	Your domain has granted you the Undeath To Death spell
470	2	60	Destruction spell	7	2650	NULL	Your domain has granted you the Destruction spell
471	2	60	Waves of Exhaustion spell	8	2790	NULL	Your domain has granted you the Waves of Exhaustion spell
472	2	60	Wail of the Banshee spell	9	4989	NULL	Your domain has granted you the Wail of the Banshee spell
473	2	61	Blast Rune (sp)	1	NULL	NULL	As a standard action, you can creaate a blast rune in any adjacent square. Any creature entering this squarre takes 1d6 points of damage +1 point for every two cleric levels you possess. This rune deals either acid, cold, electricity, or fire damage, decided when you create the rune. The rune is invisible and lasts a number of rounds equal to your cleric level or until discharged. You cannot create a blast rune in a square occupied by another creature. This rune counts as a 1st-level spell for the purposes of dispelling. It can be discovered with a DC 26 Disable Device skill check. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
474	2	61	Spell Rune (su)	8	NULL	NULL	You can attach another spell that you cast to one of your blast runes, causing that spell to affect the creature that triggers the rune, in addition to the damage. This spell must be of at least one level lower than the highest level cleric spell you can cast, and it must target one or more creatures. Regardless of the number of targets the spell can normally affect, it only affects the creature that triggers the rune.
475	2	61	Erase spell	1	186	NULL	Your domain has granted you the Erase spell
476	2	61	Secret Page spell	2	1449	NULL	Your domain has granted you the Secret Page spell
477	2	61	Glyph of Warding spell	3	1251	NULL	Your domain has granted you the Glyph of Warding spell
478	2	61	Explosive Runes spell	4	1208	NULL	Your domain has granted you the Explosive Runes spell
479	2	61	Lesser Planar Binding spell	5	2196	NULL	Your domain has granted you the Lesser Planar Binding spell
480	2	61	Greater Glyph of Warding spell	6	2468	NULL	Your domain has granted you the Greater Glyph of Warding spell
481	2	61	Instant Summons spell	7	2696	NULL	Your domain has granted you the Instant Summons spell
482	2	61	Symbol of Death spell	8	4878	NULL	Your domain has granted you the Symbol of Death spell
483	2	61	Teleportation Circle spell	9	4981	NULL	Your domain has granted you the Teleportation Circle spell
484	2	62	Strength Surge (sp)	1	NULL	NULL	As a standard action, you can touch a creature to give it great strength. For 1 round, the target gagins an enhancement bonus equal to 1/2 your cleric level (minimum +1) to melee attacks, combat maneuver checks that rely on Strength, Strength-based skills, and Strength checks. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
485	2	62	Might of the Gods (su)	8	NULL	NULL	You can add your cleric level as an enhancement bonus to your Strength score for a number of rounds equal to your cleric level. This bonus only applies on Strength checks and Strength-based skill checks. These rounds do not need to be consecutive.
486	2	62	Enlarge Person spell	1	182	NULL	Your domain has granted you the Enlarge Person spell
487	2	62	Bull's Strength spell	2	542	NULL	Your domain has granted you the Bull's Strength spell
488	2	62	Magic Vestment spell	3	1336	NULL	Your domain has granted you the Magic Vestment spell
489	2	62	Spell Immunity spell	4	1952	NULL	Your domain has granted you the Spell Immunity spell
490	2	62	Righteous Might spell	5	2270	NULL	Your domain has granted you the Righteous Might spell
491	2	62	Stoneskin spell	6	1959	NULL	Your domain has granted you the Stoneskin spell
492	2	62	Grasping Hand spell	7	2673	NULL	Your domain has granted you the Grasping Hand spell
493	2	62	Clenched Fist spell	8	3795	NULL	Your domain has granted you the Clenched Fist spell
494	2	62	Crushing Hand spell	9	4905	NULL	Your domain has granted you the Crushing Hand spell
495	2	63	Sun's Blessing (sp)	1	NULL	NULL	Whenever you channel positive energy to harm undead creaturess, add your cleric level to the damage dealt. Undead do not aadd their channel resistance to their saves when you channel positive energy.
496	2	63	Nimbus of Light (su)	8	NULL	NULL	You can emit a 30-foot nimbus of light for a number of rounds per day equal to your cleric level. This acts as a Daylight spell. In addition, undead within this radius take an amount of damage equal to your cleric level each round that they remain inside the nimbus. Spells and spell-like abilities with the darkness descriptor are automatically dispelled if brought inside this nimbus. These rounds do not need to be consecutive.
497	2	63	Endure Elements spell	1	180	NULL	Your domain has granted you the Endure Elements spell
498	2	63	Heat Metal spell	2	724	NULL	Your domain has granted you the Heat Metal spell
499	2	63	Searing Light spell	3	1437	NULL	Your domain has granted you the Searing Light spell
500	2	63	Fire Shield spell	4	1732	NULL	Your domain has granted you the Fire Shield spell
501	2	63	Flame Strike spell	5	2139	NULL	Your domain has granted you the Flame Strike spell
502	2	63	Fire Seeds spell	6	2443	NULL	Your domain has granted you the Fire Seeds spell
503	2	63	Sunbeam spell	7	2773	NULL	Your domain has granted you the Sunbeam spell
504	2	63	Sunburst spell	8	4876	NULL	Your domain has granted you the Sunburst spell
505	2	63	Prismatic Sphere spell	9	4953	NULL	Your domain has granted you the Prismatic Sphere spell
506	2	64	Agile Feet (sp)	1	NULL	NULL	As a free action, you can gain increased mobility for 1 round. For the next round, you ignore all difficult terrain and do not take any penalties for moving through it. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
507	2	64	Dimensional Hop (sp)	8	NULL	NULL	You can teleport up to 10 feet per cleric level per day as a move action. This teleportation must be used in 5-foot increments and such movement does not provoke attacks of opportunity. You must have line of sight to your destination to use this ability. You can bring other willing creatures with you, but you must expend an equal amount of distance for each creature brought.
508	2	64	Longstrider spell	1	287	NULL	Your domain has granted you the Longstrider spell
509	2	64	Locate Object spell	2	790	NULL	Your domain has granted you the Locate Object spell
510	2	64	Fly spell	3	1235	NULL	Your domain has granted you the Fly spell
511	2	64	Dimension Door spell	4	1702	NULL	Your domain has granted you the Dimension Door spell
512	2	64	Teleport spell	5	2334	NULL	Your domain has granted you the Teleport spell
513	2	64	Find the Path spell	6	2442	NULL	Your domain has granted you the Find the Path spell
514	2	64	Greater Teleport spell	7	2688	NULL	Your domain has granted you the Greater Teleport spell
515	2	64	Phase Door spell	8	2732	NULL	Your domain has granted you the Phase Door spell
516	2	64	Astral Projection spell	9	4900	NULL	Your domain has granted you the Astral Projection spell
517	2	65	Copycat (sp)	1	NULL	NULL	You can create an illusory double of yourself as a move action. This double functions as a single mirror image and lasts for a number of rounds equal to your cleric level, or until the illusory duplicate is dispelled or destroyed. You can have no more than one copycate at a time. This ability does not stack with the Mirror Image spell. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
518	2	65	Master's Illusion (sp)	8	NULL	NULL	You can create an illusion that hides the appearance of yourself and any number of allies within 30 feet for 1 round per cleric level. The save DC to disbelieve this effect is equal to 10 + 1/2 your cleric level + your Wisdom modifier. This ability otherwise functions like the spell Veil. The rounds do not need to be consecutive.
519	2	65	Disguise Self spell	1	169	NULL	Your domain has granted you the Disguise Self spell
520	2	65	Invisibility spell	2	759	NULL	Your domain has granted you the Invisibility spell
521	2	65	Nondetection spell	3	1366	NULL	Your domain has granted you the Nondetection spell
522	2	65	Confusion spell	4	1664	NULL	Your domain has granted you the Confusion spell
523	2	65	False Vision spell	5	2134	NULL	Your domain has granted you the False Vision spell
524	2	65	Mislead spell	6	2521	NULL	Your domain has granted you the Mislead spell
525	2	65	Screen spell	7	4863	NULL	Your domain has granted you the Screen spell
526	2	65	Mass Invisibility spell	8	2720	NULL	Your domain has granted you the Mass Invisibility spell
527	2	65	Time Stop spell	9	4983	NULL	Your domain has granted you the Time Stop spell
528	2	66	Battle Rage (sp)	1	NULL	NULL	You can touch a creature as a standard action to give it a bonus on melee damage rolls equal to 1/2 your cleric level (minimum 1). You can do so a number of times per day equal to 3 + your Wisdom modifier.
529	2	66	Weapon Master (su)	8	NULL	NULL	As a swift action, you gain the use of one combat feat for a number of rounds per day equal to your cleric level. These rounds do not need to be consecutive, and you can change the feat chosen each time you use this ability. You must meet the prerequisites to use this feat.
530	2	66	Magic Weapon spell	1	295	NULL	Your domain has granted you the Magic Weapon spell
531	2	66	Spiritual Weapon spell	2	941	NULL	Your domain has granted you the Spiritual Weapon spell
532	2	66	Magic Vestment spell	3	1336	NULL	Your domain has granted you the Magic Vestment spell
533	2	66	Divine Power spell	4	1707	NULL	Your domain has granted you the Divine Power spell
534	2	66	Flame Strike spell	5	2139	NULL	Your domain has granted you the Flame Strike spell
535	2	66	Blade Barrier spell	6	2393	NULL	Your domain has granted you the Blade Barrier spell
536	2	66	Power Word Blind spell	7	2740	NULL	Your domain has granted you the Power Word Blind spell
537	2	66	Power Word Stun spell	8	4850	NULL	Your domain has granted you the Power Word Stun spell
538	2	66	Power Word Kill spell	9	4952	NULL	Your domain has granted you the Power Word Kill spell
539	2	67	Icicle (sp)	1	NULL	NULL	As a standard action, you can fire an icicle from your finger, targeting any foe within 30 feet as a ranged touch attack. The icicle deals 1d6 points of cold damage + 1 point for every two cleric levels you possess. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
540	2	67	Cold Resistance (ex)	6	NULL	NULL	You ggain resistance cold 10. This resistance increases to 20 at 12th level, and becomes immunity to cold at 20th level.
541	2	67	Obscuring Mist spell	1	320	NULL	Your domain has granted you the Obscuring Mist spell
542	2	67	Fog Cloud spell	2	689	NULL	Your domain has granted you the Fog Cloud spell
543	2	67	Water Breathing spell	3	1568	NULL	Your domain has granted you the Water Breathing spell
544	2	67	Control Water spell	4	2410	NULL	Your domain has granted you the Control Water spell
545	2	67	Ice Storm spell	5	1800	NULL	Your domain has granted you the Ice Storm spell
546	2	67	Cone of Cold spell	6	2079	NULL	Your domain has granted you the Cone of Cold spell
547	2	67	Elemental Body IV spell (water only)	7	2655	NULL	Your domain has granted you the Elemental Body IV spell (water only)
548	2	67	Horrid Wilting spell	8	4830	NULL	Your domain has granted you the Horrid Wilting spell
549	2	67	Elemental Swarm spell (water only)	9	4912	NULL	Your domain has granted you the Elemental Swarm spell (water only)
550	2	68	Storm Burst (sp)	1	NULL	NULL	As a standard action, you can create a storm burst targeting any foe within 30 feet as a ranged touch attack. The storm burst deals 1d6 points of nonlethal damage + 1 point for every two cleric levels you possess. In addition, the target is buffeted by winds and rain, causing it to take a -2 penalty on attack rolls for 1 round. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
551	2	68	Lightning Lord (sp)	8	NULL	NULL	You can call down a number of bolts of lightning per day to your cleric level. You can call down as many bolts as you want with a single standard action, but no creature can be the target of more than one bolt and no two targets can be more than 30 feet apart. This ability otherwise functions as the Call Lightning spell.
552	2	68	Obscuring Mist spell	1	320	NULL	Your domain has granted you the Obscuring Mist spell
553	2	68	Fog Cloud spell	2	689	NULL	Your domain has granted you the Fog Cloud spell
554	2	68	Call Lightning spell	3	1120	NULL	Your domain has granted you the Call Lightning spell
555	2	68	Sleet Storm spell	4	1485	NULL	Your domain has granted you the Sleet Storm spell
556	2	68	Ice Storm spell	5	1800	NULL	Your domain has granted you the Ice Storm spell
557	2	68	Control Winds spell	6	2084	NULL	Your domain has granted you the Control Winds spell
558	2	68	Control Weather spell	7	2644	NULL	Your domain has granted you the Control Weather spell
559	2	68	Whirlwind spell	8	4895	NULL	Your domain has granted you the Whirlwind spell
560	2	68	Storm of Vengeance spell	9	4969	NULL	Your domain has granted you the Storm of Vengeance spell
561	3	89	Lightning Arc (sp)	1	NULL	NULL	As a standard action you can unleaash an arc of electricity targeting any foe within 30 feet as a ranged touch attack. This arc deals 1d6 points of electricity damage + 1 for every two cleric levels you possess. You can use this ability a number of days equal to 3 + your Wisdom modifier.
562	3	89	Electricity Resistance (ex)	6	NULL	NULL	You gain resist electricity 10, increasing to 20 at 12th level, and becomess immunity to electricity at 20th level.
563	3	89	Obscuring Mist spell	1	320	NULL	Your domain has granted you the Obscuring Mist spell
564	3	89	Wind Wall spell	2	1572	NULL	Your domain has granted you the Wind Wall spell
565	3	89	Gaseous Form spell	3	1245	NULL	Your domain has granted you the Gaseous Form spell
566	3	89	Air Walk spell	4	1588	NULL	Your domain has granted you the Air Walk spell
567	3	89	Control Winds spell	5	2084	NULL	Your domain has granted you the Control Winds spell
568	3	89	Chain Lightning spell	6	2400	NULL	Your domain has granted you the Chain Lightning spell
569	3	89	Elemental Body IV spell (air only)	7	2655	NULL	Your domain has granted you the Elemental Body IV spell (air only)
570	3	89	Whirlwind spell	8	4895	NULL	Your domain has granted you the Whirlwind spell
571	3	89	Elemental Swarm spell (air only)	9	4912	NULL	Your domain has granted you the Elemental Swarm spell (air only)
572	3	90	Speak with Animals (sp)	1	NULL	NULL	You can speak with animals, as per teh spell, for a number of rounds per day equal to 3 + your cleric level
573	3	90	Animal Companion (ex)	4	NULL	NULL	You fain the service of an animal companion. Your effective druid level for this companion is equal to your cleric level - 3.
574	3	90	Calm Animals spell	1	110	NULL	Your domain has granted you the Calm Animals spell
575	3	90	Hold Animal spell	2	733	NULL	Your domain has granted you the Hold Animal spell
576	3	90	Dominate Animal spell	3	1187	NULL	Your domain has granted you the Dominate Animal spell
577	3	90	Summmon Nature's Ally IV spell (animals only)	4	1964	NULL	Your domain has granted you the Summon Nature's Ally IV spell (animals only)
578	3	90	Beast Shape III spell (animals only)	5	2037	NULL	Your domain has granted you the Beast Shape III spell (animals only)
579	3	90	Antilife Shell spell	6	2382	NULL	Your domain has granted you the Antilife Shell spell
580	3	90	Animal Shapes spell	7	2793	NULL	Your domain has granted you the Animal Shapes spell
581	3	90	Summon Nature's Ally VIII spell (animals only)	8	4875	NULL	Your domain has granted you the Summon Nature's Ally VIII spell (animals only)
582	3	90	Shapechange spell	9	4966	NULL	Your domain has granted you the Shapechange spell
583	3	91	Acid Dart (sp)	1	NULL	NULL	As a standard action you can unleash an acid dart targeting any foe within 30 feet as a ranged touch attack. This deals 1d6 points of acid damage +1 for every two cleric levels you possess. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
584	3	91	Acid Resistance (ex)	6	NULL	NULL	You gain resist acid 10, increasing to 20 at 12th level, and becomess immunity to acid at 20th level. 
585	3	91	Magic Stone spell	1	294	NULL	Your domain has granted you the Magic Stone spell
586	3	91	Soften Earth and Stone spell	2	930	NULL	Your domain has granted you the Soften Earth and Stone spell
587	3	91	Stone Shape spell	3	1958	NULL	Your domain has granted you the Stone Shape spell
588	3	91	Spike Stones spell	4	1953	NULL	Your domain has granted you the Spike Stones spell
589	3	91	Wall of Stone spell	5	2368	NULL	Your domain has granted you the Wall of Stone spell
590	3	91	Stoneskin spell	6	1959	NULL	Your domain has granted you the Stoneskin spell
591	3	91	Elemental Body IV spell (earth only)	7	2655	NULL	Your domain has granted you the Elemental Body IV spell (earth only)
592	3	91	Earthquake spell	8	4801	NULL	Your domain has granted you the Earthquake spell
593	3	91	Elemental Swarm spell (earth only)	9	4912	NULL	Your domain has granted you the Elemental Swarm spell (earth spell only)
594	3	92	Fire Bolt (sp)	1	NULL	NULL	As a standard action you can unleash scorching bolt of divine fire from your outstretched hand. You can target any single foe within 30 feet as a ranged touch attack wwith this bolt of fire. If you hit the foe, the fire bolt deals 1d6 points of fire damage + 1 point for every two cleric levels you possess. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
595	3	92	Fire Resistance (ex)	6	NULL	NULL	You gain resist fire 10, increasing to 20 at 12th level, and becomes immunity to fire at 20th level. 
596	3	92	Burning Hands spell	1	103	NULL	Your domain has granted you the Burning Hands spell
597	3	92	Produce Flame spell	2	339	NULL	Your domain has granted you the Produce Flame spell
598	3	92	Fireball spell	3	1217	NULL	Your domain has granted you the Fireball spell
599	3	92	Wall of Fire spell	4	2009	NULL	Your domain has granted you the Wall of Fire spell
600	3	92	Fire Shield spell	5	1732	NULL	Your domain has granted you the Fire Shield spell
601	3	92	Fire Seeds spell	6	2443	NULL	Your domain has granted you the Fire Seeds spell
602	3	92	Elemental Body IV spell (fire only)	7	2655	NULL	Your domain has granted you the Elemental Body IV spell (fire only)
603	3	92	Incendiary Cloud spell	8	4831	NULL	Your domain has granted you the Incendiary Cloud spell
604	3	92	Elemental Swarm spell (fire only)	9	4912	NULL	Your domain has granted you the Elemental Swarm spell (fire spell only)
605	3	93	Wooden Fist (sp)	1	NULL	NULL	As a free action, your hands can become hard as wood, covered in tiny thorns. While you have wooden fists, your unarmed strikes do not provoke attacks of opportunity, deal lethal damage, and gain a bonus on damage rolls equal to 1/2 your cleric level (minimum 1). You can use this ability a number of rounds per day equal to 3 + your Wisdom modifier. These rounds do not need to be consecutive.
606	3	93	Bramble Armor (su)	6	NULL	NULL	You can cause a host of wooden thorns to burst from your skin as a free action. While bramble armor is in effect, any foe striking you with an unarmed strike or a melee weapon without reach takes 1d6 points of piercing damage + 1 point per two cleric levels you possess. You can use this ability for a number of rounds equal to your cleric level. These rounds do not need to be consecutive.
607	3	93	Entangle spell	1	184	NULL	Your domain has granted you the Entangle spell
608	3	93	Barkskin spell	2	506	NULL	Your domain has granted you the Barkskin spell
609	3	93	Plant Growth spell	3	1388	NULL	Your domain has granted you the Plant Growth spell
610	3	93	Command Plants spell	4	1656	NULL	Your domain has granted you the Command Plants spell
611	3	93	Wall of Thorns spell	5	2369	NULL	Your domain has granted you the Wall of Thorns spell
612	3	93	Repel Wood spell	6	2546	NULL	Your domain has granted you the Repel Wood spell
613	3	93	Animate Plants spell	7	2624	NULL	Your domain has granted you the Animate Plants spell
614	3	93	Control Plants spell	8	3798	NULL	Your domain has granted you the Control Plants spell
615	3	93	Shambler spell	9	4965	NULL	Your domain has granted you the Shambler spell
616	3	94	Icicle (sp)	1	NULL	NULL	As a standard action, you can fire an icicle from your finger, targeting any foe within 30 feet as a ranged touch attack. The icicle deals 1d6 points of cold damage + 1 point for every two cleric levels you possess. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
617	3	94	Cold Resistance (ex)	6	NULL	NULL	You ggain resistance cold 10. This resistance increases to 20 at 12th level, and becomes immunity to cold at 20th level.
618	3	94	Obscuring Mist spell	1	320	NULL	Your domain has granted you the Obscuring Mist spell
619	3	94	Fog Cloud spell	2	689	NULL	Your domain has granted you the Fog Cloud spell
620	3	94	Water Breathing spell	3	1568	NULL	Your domain has granted you the Water Breathing spell
621	3	94	Control Water spell	4	2410	NULL	Your domain has granted you the Control Water spell
622	3	94	Ice Storm spell	5	1800	NULL	Your domain has granted you the Ice Storm spell
623	3	94	Cone of Cold spell	6	2079	NULL	Your domain has granted you the Cone of Cold spell
624	3	94	Elemental Body IV spell (water only)	7	2655	NULL	Your domain has granted you the Elemental Body IV spell (water only)
625	3	94	Horrid Wilting spell	8	4830	NULL	Your domain has granted you the Horrid Wilting spell
626	3	94	Elemental Swarm spell (water only)	9	4912	NULL	Your domain has granted you the Elemental Swarm spell (water only)
627	3	95	Storm Burst (sp)	1	NULL	NULL	As a standard action, you can create a storm burst targeting any foe within 30 feet as a ranged touch attack. The storm burst deals 1d6 points of nonlethal damage + 1 point for every two cleric levels you possess. In addition, the target is buffeted by winds and rain, causing it to take a -2 penalty on attack rolls for 1 round. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.
